lineage,1.0,1.0.2,1.0.3,1.0.5,1.0.6,1.0.7,1.0.8,1.0.9,1.0.10,1.0.11,1.0.12
B.1.589,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.590,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.592,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.593,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.595,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.595.3,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.595.4,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.596,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.596.1,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.597,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.598,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.6,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.600,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.601,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.604,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.609,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.611,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.612,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.613,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.615,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.67,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.70,2add08|A_1,d03608|A_1,314ac8|A_1,,,,,,,,
B.1.76,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.78,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.81,2add08|A_1,d03608|A_1,314ac8|A_1,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81,3043ff|B.1.81
B.1.83,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.84,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.88.1,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,,,
B.1.9,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.9.3,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.9.4,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.9.5,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.93,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.94,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.96,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.97,2add08|A_1,d03608|A_1,314ac8|A_1,,,,,,,,
B.4.8,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.59,2add08|A_1,d03608|A_1,,,,,,,,,
D.4,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
D.5,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
K.1,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
K.2,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
L.2,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
N.1,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
N.3,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
N.4,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
N.6,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
N.8,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
S.1,2add08|A_1,d03608|A_1,314ac8|A_1,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
A,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.1,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.15,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.16,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.17,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.2,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.2.2,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.2.3,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
A.2.4,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.21,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.22,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.24,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.25,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.26,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
A.4,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.5,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
A.7,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.1.161,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.1.340,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.1.371,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.14,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.214.1,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.260,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.393,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.473,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.533,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.10,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.11,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.12,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.13,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.15,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
B.18,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.19,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.20,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.23,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.26,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.27,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.28,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.3,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.3.1,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.30,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.31,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.32,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.33,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
B.34,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
B.35,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.36,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.37,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.38,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.39,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.1,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.2,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.4,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.5,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.6,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.4.7,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.40,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.41,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.42,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.44,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.45,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
B.47,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,,,,,,,,
B.49,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.5,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.50,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.51,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.52,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.55,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.56,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.57,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.58,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.6,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.61,bc4a34|A_2,bc4a34|A_2,bc4a34|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2,ab73fc|A_2
B.1.177,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,5ab5a2|A_3,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1
B.1.177.14,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,5ab5a2|A_3,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1
B.1.177.16,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16,521f46|B.1.177.16
B.1.177.17,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17,c2050e|B.1.177.17
B.1.177.2,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,5ab5a2|A_3,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1
B.1.177.21,ff4aae|B.1.177_1,ff4aae|B.1.177_1,ff4aae|B.1.177_1,5ab5a2|A_3,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1,5ab5a2|B.1.177_1
