lineage,1.0,1.0.2,1.0.3,1.0.5,1.0.6,1.0.7,1.0.8,1.0.9,1.0.10,1.0.11,1.0.12
M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1,8a7d12|M.1
B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61,d2f6d5|B.1.177.61
C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1,5ddf83|C.2.1
B.1.531,baae79|B.1.531,baae79|B.1.531,baae79|B.1.531,,,,,,,,
P.1,58a2c6|P.1,58a2c6|P.1,58a2c6|P.1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330,ccd56d|B.1.1.330
B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525,a7e896|B.1.525
B.1.258.24,bc7880|B.1.258.24,f89600|B.1.258_1,f89600|B.1.258_1,cff848|B.1.258_3,cff848|B.1.258_3,cff848|B.1.258_3,cff848|B.1.258_3,cff848|B.1.258_3,cff848|B.1.258_3,cff848|B.1.258_2,cff848|B.1.258_3
R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1,fe76d4|R.1
B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550,71b993|B.1.550
B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1,ba62c6|B.1.428.1
A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28,c0bc6e|A.28
B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64,3bf239|B.1.177.64
B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68,0a6f1e|B.1.177.68
B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88,c88ff3|B.1.177.88
B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384,46d9a6|B.1.1.384
A.2.5,08a41d|A.2.5,40d0a7|A.2.5_1,1e7484|A.2.5_1,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5,08a41d|A.2.5
B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23,8da537|B.1.258.23
B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623,806af9|B.1.623
B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343,79b097|B.1.1.343
B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415,b53a82|B.1.1.415
A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19,5cd5cb|A.19
C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1,4cf0c2|C.1.1
B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338,7b55d4|B.1.1.338
B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3,cbaa1e|B.1.214.3
B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327,870d1d|B.1.1.327
A.2.5.1,d7e5f8|A.2.5.1,40d0a7|A.2.5_1,1e7484|A.2.5_1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1,d7e5f8|A.2.5.1
B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1,1b19fb|B.1.499.1
R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2,e401bd|R.2
B.1.1.318,06066e|B.1.1.318,06066e|B.1.1.318,7919bd|A_5,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|A_8,7c1b79|A_8,7c1b79|A_8,7c1b79|A_9,7c1b79|A_9
C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37,450098|C.37
B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4,f150f8|B.1.214.4
XA,a04483|XA,a04483|XA,a04483|XA,,,,,,,,
AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1,c3f2dc|AH.1
B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89,883179|B.1.177.89
A.2.5.2,eeefe6|A.2.5.2,40d0a7|A.2.5_1,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2,eeefe6|A.2.5.2
B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1,0a2f2c|B.1.429.1
B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522,773189|B.1.1.522
B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616,359022|B.1.616
AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1,b8552d|AU.1
B.1.526.3,514ab7|B.1.526.3,,,,,,,,,,
AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3,367af2|AU.3
B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619,4160dc|B.1.619
B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1,36129e|B.1.617.1
B.1.526.2,b327cc|B.1.526.2,,,,,,,,,,
B.1.526.1,e35c48|B.1.526.1,,,,,,,,,,
AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2,bb2775|AU.2
N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10,64e935|N.10
B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620,bf7947|B.1.620
AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1,e1203c|AT.1
B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622,1e70ab|B.1.622
A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29,cf92c1|A.29
B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1,8e01ba|B.1.243.1
B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618,b29688|B.1.618
B.1.617.2,3613c5|B.1.617.2,3613c5|B.1.617.2,4a50d3|A_4,22bff6|B.1.617.2_3,6aaf1f|B.1.617.2_5,7b61f3|B.1.617.2_4,6f035c|A_6,6f035c|A_6,6f035c|A_6,6f035c|A_7,6f035c|A_7
B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621,cd2828|B.1.621
B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3,cbfd08|B.1.617.3
B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523,c2d891|B.1.1.523
B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617,a92380|B.1.617
AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1,9c0f48|AV.1
B.1.400.1,,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|A_9,9c2ac1|B.1_5,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_5
AW.1,,2a4fe5|A_3,2a4fe5|A_7,2a4fe5|B.1.1.464_1,2a4fe5|B.1.1.464_1,2a4fe5|B.1.1.464_1,2a4fe5|A_12,2a4fe5|A_12,2a4fe5|A_13,2a4fe5|A_14,2a4fe5|A_16
C.36.3,,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3,588760|C.36.3
B.1.1.525,,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525,d2e333|B.1.1.525
P.4,,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4,e0044b|P.4
B.1.627,,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627,32f07a|B.1.627
B.1.628,,9aa354|B.1.628,9aa354|B.1.628,9aa354|B.1.628,,,,,,,
C.36.3.1,,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1,6009d4|C.36.3.1
B.1.625,,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625,28bc48|B.1.625
P.5,,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5,3d0921|P.5
B.1.621.1,,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1,dd187d|B.1.621.1
B.1.629,,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629,963e41|B.1.629
AY.1,,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1,e804af|AY.1
B.1.626,,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626,c4be3b|B.1.626
B.1.575.2,,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2,d00782|B.1.575.2
AY.2,,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2,e4659d|AY.2
B.1.1.526,,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526,7be8ca|B.1.1.526
B.1.1.524,,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524,42d8a2|B.1.1.524
AY.3,,7b35a0|AY.3,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
P.1.10,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.10.1,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.12,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.13,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.15,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.16,,,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
AY.13,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.14,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.15,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.16,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.25,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.7.2,,,6ddcba|A_3,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.17,,,4a50d3|A_4,22bff6|B.1.617.2_3,6aaf1f|B.1.617.2_5,7b61f3|B.1.617.2_4,6f035c|A_6,6f035c|A_6,6f035c|A_6,6f035c|A_7,6f035c|A_7
AY.6,,,4a50d3|A_4,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.7,,,4a50d3|A_4,ea3b6a|B.1.617.2_1,d88538|B.1.617.2_1,5ce072|B.1.617.2_2,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4,0d6975|A_4
AY.7.1,,,4a50d3|A_4,22bff6|B.1.617.2_3,6aaf1f|B.1.617.2_5,7b61f3|B.1.617.2_4,6f035c|A_6,6f035c|A_6,6f035c|A_6,6f035c|A_7,6f035c|A_7
AY.8,,,4a50d3|A_4,,,,,,,,
AZ.1,,,7919bd|A_5,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1,22bf32|AZ.1
AZ.2,,,7919bd|A_5,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|A_8,7c1b79|A_8,7c1b79|A_8,7c1b79|A_9,7c1b79|A_9
AZ.2.1,,,7919bd|A_5,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|A_8,7c1b79|A_8,7c1b79|A_8,7c1b79|A_9,7c1b79|A_9
AZ.3,,,7919bd|A_5,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|A_8,7c1b79|A_8,7c1b79|A_8,7c1b79|A_9,7c1b79|A_9
AZ.5,,,7919bd|A_5,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|B.1.1.318_1,7c1b79|A_8,7c1b79|A_8,7c1b79|A_8,7c1b79|A_9,7c1b79|A_9
Q.1,,,3a20aa|A_6,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|A_9,3a20aa|A_10,3a20aa|A_9,3a20aa|A_11,3a20aa|A_12
Q.3,,,3a20aa|A_6,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|A_9,3a20aa|A_10,3a20aa|A_9,3a20aa|A_11,3a20aa|A_12
Q.7,,,3a20aa|A_6,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|B.1.1.7_1,3a20aa|A_9,3a20aa|A_10,3a20aa|A_9,3a20aa|A_11,3a20aa|A_12
P.7,,,dcbbac|B.1.1_3,dcbbac|B.1.1_4,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_3,dcbbac|B.1.1_2
Q.6,,,372ae3|Q_1,372ae3|B.1.1.7_2,372ae3|B.1.1.7_2,372ae3|B.1.1.7_2,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1
Q.8,,,372ae3|Q_1,372ae3|B.1.1.7_2,372ae3|B.1.1.7_2,372ae3|B.1.1.7_2,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1,372ae3|Q_1
P.1.10.2,,,ad4c2b|P.1_2,ad4c2b|P.1_2,ad4c2b|P.1_2,ad4c2b|P.1_3,ad4c2b|P.1_4,ad4c2b|P.1_3,ad4c2b|P.1_3,ad4c2b|P.1_3,ad4c2b|P.1_3
P.1.17,,,ad4c2b|P.1_2,ad4c2b|P.1_2,ad4c2b|P.1_2,ad4c2b|P.1_3,ad4c2b|P.1_4,ad4c2b|P.1_3,ad4c2b|P.1_3,ad4c2b|P.1_3,ad4c2b|P.1_3
P.1.6,,,0a17ac|P.1_3,0a17ac|P.1_3,0a17ac|P.1_3,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2
P.1.7,,,0a17ac|P.1_3,0a17ac|P.1_3,0a17ac|P.1_3,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2,3e330f|P.1_2
AY.29,,,9afdd4|AY_1,9afdd4|B.1.617.2_4,0515ac|B.1.617.2_6,0515ac|B.1.617.2_6,bd1a95|A_10,bd1a95|A_9,bd1a95|A_10,b557fc|A_10,b557fc|A_10
AY.4,,,9afdd4|AY_1,9afdd4|B.1.617.2_4,0515ac|B.1.617.2_6,0515ac|B.1.617.2_6,bd1a95|A_10,bd1a95|A_9,bd1a95|A_10,b557fc|A_10,b557fc|A_10
AY.11,,,731d22|AY_2,,,,,,,,
AY.27,,,731d22|AY_2,0fe1fc|AY.27,173ca9|B.1.617.2_7,173ca9|B.1.617.2_7,173ca9|AY_2,173ca9|AY_1,173ca9|AY_2,173ca9|AY_2,173ca9|AY_1
P.1.4,,,fd47d8|P.1_4,fd47d8|P.1_4,fd47d8|P.1_4,fd47d8|P.1_4,fd47d8|P.1_3,fd47d8|P.1_4,fd47d8|P.1_4,fd47d8|P.1_4,fd47d8|P.1_4
